Column1,Column2,Column3,Column4,Column6
US1COAR0224,395649,-1043349,17535,STRASBURG 11.9 S              
US1COAR0225,395744,-1047122,18184,AURORA 12.4 SSE               
US1COAR0226,396246,-1039186,15703,DEER TRAIL 6.6 E              
US1COAR0230,396190,-1047665,17843,CENTENNIAL 5.6 ENE            
US1COAR0231,396261,-1047061,17995,AURORA 7.6 SE                 
US1COAR0235,396858,-1048721,16837,AURORA 3.3 WSW                
US1COAR0239,396335,-1049611,16596,ENGLEWOOD 2.0 ESE             
US1COAR0240,396090,-1049822,16679,LITTLETON 2.0 ENE             
US1COAR0243,395795,-1047572,18090,CENTENNIAL 5.9 E              
US1COAR0245,396615,-1049207,16804,DENVER 5.1 SSE                
US1COAR0246,396888,-1047965,16965,AURORA 1.1 SE                 
US1COAR0249,396879,-1047063,17179,AURORA 5.7 E                  
US1COAR0250,396590,-1045330,17758,WATKINS 7.2 SSE               
US1COAR0253,396217,-1047946,17715,CENTENNIAL 4.3 ENE            
US1COAR0255,396159,-1047642,18026,CENTENNIAL 5.7 ENE            
US1COAR0259,396490,-1047758,17255,AURORA 4.0 SSE                
US1COAR0260,396417,-1047685,17499,AURORA 4.6 SSE                
US1COAR0261,395997,-1048678,17465,CENTENNIAL 0.3 N              
US1COAR0262,396942,-1048525,16840,AURORA 2.1 W                  
US1COAR0264,396442,-1048207,17377,AURORA 3.8 S                  
US1COAR0265,396203,-1047010,17919,AURORA 8.1 SE                 
US1COAR0266,396470,-1047624,17486,AURORA 4.5 SE                 
US1COAR0267,396724,-1047609,17325,AURORA 3.3 ESE                
US1COAR0270,396947,-1048239,17066,AURORA 0.7 WSW                
US1COAR0271,396599,-1047637,17169,AURORA 3.8 SE                 
US1COAR0272,396695,-1048228,17291,AURORA 2.1 SSW                
US1COAR0273,396526,-1048237,17368,AURORA 3.3 S                  
US1COAR0276,395713,-1047242,18486,FOXFIELD 4.0 ESE              
US1COAR0277,395662,-1047334,18602,FOXFIELD 3.7 ESE              
US1COAR0281,396718,-1048407,17121,AURORA 2.4 SW                 
US1COAR0283,396488,-1047662,17425,AURORA 4.3 SE                 
US1COAR0286,396124,-1050331,16279,LITTLETON 1.6 NW              
US1COAR0288,395662,-1047317,18629,FOXFIELD 3.7 ESE              
US1COAR0289,396335,-1050029,16377,ENGLEWOOD 1.1 SSW             
US1COAR0290,396114,-1049966,16648,LITTLETON 1.5 NE              
US1COAR0291,396270,-1049978,16499,ENGLEWOOD 1.4 S               
US1COAR0292,396671,-1049898,16170,ENGLEWOOD 1.4 N               
US1COAR0294,396268,-1047828,17608,AURORA 5.2 SSE                
US1COAR0297,395978,-1050114,16560,LITTLETON 0.3 NNE             
US1COAR0298,397141,-1047896,16764,AURORA 1.6 NE                 
US1COAR0305,395937,-1049773,16971,CENTENNIAL 5.9 W              
US1COAR0308,396798,-1048580,17038,AURORA 2.7 WSW                
US1COAR0311,396303,-1047084,17956,AURORA 7.3 SE                 
US1COAR0313,396896,-1047757,17078,AURORA 2.1 ESE                
US1COAR0314,396059,-1046111,18108,WATKINS 10.0 S                
US1COAR0319,395740,-1047167,18328,AURORA 10.0 SSE               
US1COAR0321,395703,-1049260,17563,LITTLETON 5.0 ESE             
US1COAR0327,396765,-1041940,16093,BYERS 2.9 SE                  
US1COAR0328,396624,-1048128,17246,AURORA 2.5 S                  
US1COAR0333,396333,-1050358,16557,SHERIDAN 1.3 SW               
US1COAR0334,396671,-1049824,16298,ENGLEWOOD 1.5 NNE             
US1COAR0337,396045,-1049320,16837,CENTENNIAL 3.5 W              
US1COAR0338,395686,-1047129,18379,AURORA 10.5 SSE               
US1COAR0340,396563,-1047830,17279,AURORA 3.4 SSE                
US1COAR0344,396062,-1050346,16319,LITTLETON 1.3 NW              
US1COAR0347,396350,-1050298,16441,ENGLEWOOD 2.1 WSW             
US1COAR0356,395943,-1047795,17764,FOXFIELD 0.9 ENE              
US1COAR0357,396257,-1050368,16435,LITTLETON 2.5 NNW             
US1COAR0358,395990,-1047376,17873,CENTENNIAL 6.9 E              
US1COAR0362,397159,-1046938,17069,AURORA 6.4 E                  
US1COAR0363,396797,-1048686,16929,AURORA 3.2 WSW                
US1COAR0365,395927,-1049403,17218,CENTENNIAL 3.9 W              
US1COAR0367,396264,-1048306,17157,CHERRY CREEK RESERVOIR 2.1 E  
US1COAR0371,395796,-1047317,18303,AURORA 9.3 SSE                
US1COAR0373,396871,-1045008,17691,BENNETT 6.2 SW                
US1COAR0376,396815,-1047579,17334,AURORA 3.2 ESE                
US1COAR0381,396124,-1045074,18529,BENNETT 10.8 SSW              
US1COAR0384,395808,-1046866,18803,AURORA 10.6 SE                
US1COAR0385,396164,-1047902,17508,CENTENNIAL 4.4 ENE            
US1COAR0386,395940,-1050118,16490,LITTLETON 0.1 ESE             
US1COAR0387,395672,-1046670,18693,AURORA 12.0 SE                
US1COAR0395,395886,-1049919,16828,LITTLETON 1.3 ESE             
US1COAR0396,395930,-1049018,17188,CENTENNIAL 1.9 W              
US1COAR0405,396239,-1047442,17849,CENTENNIAL 6.8 ENE            
US1COAR0406,395758,-1043576,17471,STRASBURG 11.4 SSW            
US1COAR0408,396630,-1049152,16825,DENVER 5.1 SSE                
US1COAR0410,395863,-1048908,17496,CENTENNIAL 1.4 WSW            
US1COAR0411,396461,-1047930,17398,AURORA 3.8 SSE                
US1COAR0412,396658,-1047694,17057,AURORA 3.3 SE                 
US1COAR0413,396643,-1049180,16752,DENVER 5.0 SSE                
US1COAR0414,396352,-1048838,17203,GREENWOOD VILLAGE 2.1 NE      
US1COAR0415,395705,-1048019,17432,CENTENNIAL 3.9 ESE            
US1COAR0420,396100,-1050133,15935,LITTLETON 1.1 N               
US1COAR0421,396027,-1049906,16734,LITTLETON 1.4 ENE             
US1COAR0422,396125,-1047600,17956,AURORA 6.6 SSE                
US1COAR0426,395861,-1049513,17111,CENTENNIAL 4.5 W              
US1COAR0428,395895,-1047641,17965,CENTENNIAL 5.5 E              
US1COAR0430,395668,-1048014,17465,FOXFIELD 1.6 SSW              
US1COAU0003,372594,-1071027,22741,PAGOSA SPRINGS 5.1 W          
US1COAU0004,370935,-1069097,22781,PAGOSA SPRINGS 13.3 SSE       
US1COAU0008,373618,-1071471,24890,PAGOSA SPRINGS 9.5 NW         
US1COAU0011,370828,-1069367,23960,PAGOSA SPRINGS 13.7 SSE       
US1COAU0013,372446,-1071470,21504,PAGOSA SPRINGS 7.3 WSW        
US1COAU0015,373114,-1071194,23701,PAGOSA SPRINGS 6 WNW          
US1COAU0016,372731,-1070648,23250,PAGOSA SPRINGS 2.6 W          
US1COAU0018,372693,-1070098,21723,PAGOSA SPRINGS 0.5 E          
US1COAU0019,372805,-1070938,23332,PAGOSA SPRINGS 4.2 W          
US1COAU0020,372588,-1070737,22930,PAGOSA SPRINGS 3.1 WSW        
US1COAU0022,372631,-1069921,21879,PAGOSA SPRINGS 1.5 ESE        
US1COAU0026,372480,-1070293,22558,PAGOSA SPRINGS 1.6 SSW        
US1COAU0027,372568,-1070172,21647,PAGOSA SPRINGS 0.9 S          
US1COAU0028,372689,-1070632,23037,PAGOSA SPRINGS 2.5 W          
US1COAU0029,370722,-1069068,22610,PAGOSA SPRINGS 15.0 SSE       
US1COAU0030,372587,-1071069,22860,PAGOSA SPRINGS 4.9 W          
US1COAU0033,372500,-1071762,21793,PAGOSA SPRINGS 8.8 W          
US1COAU0036,370357,-1068450,22253,CHROMO 0.9 WNW                
US1COAU0037,371912,-1069833,22080,PAGOSA SPRINGS 5.8 SSE        
US1COAU0038,372636,-1070157,21687,PAGOSA SPRINGS 0.5 SSE        
US1COAU0039,371478,-1069378,21610,PAGOSA SPRINGS 9.5 SSE        
US1COAU0041,372654,-1071003,22744,PAGOSA SPRINGS 4.5 W          
US1COAU0043,372149,-1069759,22253,PAGOSA SPRINGS 4.5 SSE        
US1COAU0045,373379,-1071165,24649,PAGOSA SPRINGS 7.2 NW         
US1COAU0047,370376,-1067592,24107,CHROMO 3.9 E                  
US1COAU0048,373394,-1070563,23854,PAGOSA SPRINGS 5.2 NNW        
US1COAU0049,372616,-1069332,22854,PAGOSA SPRINGS 4.7 E          
US1COAU0050,372356,-1071502,22095,PAGOSA SPRINGS 7.6 WSW        
US1COAU0053,373359,-1071482,24521,PAGOSA SPRINGS 8.5 WNW        
US1COAU0054,372686,-1070769,22854,PAGOSA SPRINGS 3.2 W          
US1COAU0058,370534,-1067396,25713,CHROMO 5.2 ENE                
US1COAU0059,372655,-1070846,22836,PAGOSA SPRINGS 3.7 W          
US1COAU0060,373329,-1070462,23421,PAGOSA SPRINGS 4.6 NNW        
US1COAU0061,373565,-1071276,24838,PAGOSA SPRINGS 8.5 NW         
US1COAU0062,373364,-1069437,22555,PAGOSA SPRINGS 6.2 NE         
US1COAU0066,370713,-1070826,19778,PAGOSA SPRINGS 14.2 SSW       
US1COAU0068,372169,-1071764,21827,PAGOSA SPRINGS 9.4 WSW        
US1COAU0069,372714,-1070064,22034,PAGOSA SPRINGS 0.7 E          
US1COAU0070,371945,-1069189,22677,PAGOSA SPRINGS 7.6 SE         
US1COAU0071,372049,-1069317,23052,PAGOSA SPRINGS 6.6 SE         
US1COAU0073,371949,-1069783,22141,PAGOSA SPRINGS 5.6 SSE        
US1COAU0074,372573,-1070429,23107,PAGOSA SPRINGS 1.6 WSW        
US1COAU0075,372314,-1069946,22369,PAGOSA SPRINGS 3.0 SSE        
US1COAU0077,373194,-1071257,23707,PAGOSA SPRINGS 6.8 WNW        
US1COAU0078,372263,-1070962,22619,PAGOSA SPRINGS 5.3 SW         
US1COAU0079,372763,-1071028,23070,PAGOSA SPRINGS 4.7 W          
US1COAU0080,373349,-1069419,22449,PAGOSA SPRINGS 6.1 NE         
US1COAU0081,372831,-1070996,23220,PAGOSA SPRINGS 4.6 WNW        
US1COAU0082,372732,-1070182,22125,PAGOSA SPRINGS 0.2 N          
US1COAU0084,372195,-1070726,22933,PAGOSA SPRINGS 4.6 SW         
US1COBA0005,372833,-1026166,13369,SPRINGFIELD                   
US1COBA0006,374169,-1026194,13289,SPRINGFIELD 0.7 NNW           
US1COBA0008,373838,-1022810,12061,WALSH 0.1 SSW                 
US1COBA0009,371782,-1024708,12789,CAMPO 7.8 NE                  
US1COBA0010,373663,-1030503,15511,PRITCHETT 10.5 W              
US1COBA0012,374015,-1026109,13189,SPRINGFIELD 0.5 SE            
US1COBA0014,373052,-1021510,11479,STONINGTON 1.6 ENE            
US1COBA0016,370181,-1024040,12088,CAMPO 11.3 ESE                
US1COBA0019,374833,-1030724,14758,DEORA 10.7 SW                 
US1COBA0022,373087,-1023016,12101,WALSH 5.4 SSW                 
US1COBA0023,374114,-1026226,13338,SPRINGFIELD 0.5 NW            
US1COBA0024,373835,-1025872,13320,SPRINGFIELD 2.3 SE            
US1COBA0027,372220,-1020573,11220,STONINGTON 8.6 SE             
US1COBA0028,370201,-1023228,11863,CAMPO 15.2 ESE                
US1COBA0029,375252,-1023276,12131,TWO BUTTES 4.5 ESE            
US1COBA0030,371222,-1021259,11549,WALSH 20.1 SSE                
US1COBA0031,375092,-1027152,13728,SPRINGFIELD 8.9 NW            
US1COBA0032,371033,-1025767,13222,CAMPO 0.1 SE                  
US1COBN0001,371392,-1034066,17051,KIM 7.8 SSW                   
US1COBN0006,380590,-1032557,11930,LAS ANIMAS 1.8 WSW            
US1COBN0007,381409,-1031058,12149,LAS ANIMAS 8.1 NE             
US1COBN0008,381408,-1031058,12149,LAS ANIMAS 8.1 NE             
US1COBN0012,380685,-1032331,11939,LAS ANIMAS .57 WNW            
US1COBN0018,381140,-1027456,11421,LAMAR 7.4 WNW                 
US1COBN0021,381142,-1027623,11521,WILEY 3.7 SW                  
US1COBN0028,381310,-1029243,11823,MCCLAVE 4.0 W                 
US1COBN0029,380125,-1029240,11872,HASTY 7.8 SSE                 
US1COBN0032,380915,-1030920,11851,LAS ANIMAS 7.5 ENE            
US1COBO0001,400356,-1050786,15779,ERIE 1.7 SW                   
US1COBO0002,399350,-1050845,16639,BROOMFIELD 1.2 NE             
US1COBO0004,399941,-1052573,16450,BOULDER 2.9 S                 
US1COBO0005,400354,-1052434,16151,BOULDER 0.8 E                 
US1COBO0006,401278,-1053985,22470,ALLENSPARK 8.1 SE             
US1COBO0007,400045,-1050926,16011,ERIE 3.7 SW                   
US1COBO0008,399925,-1051057,16109,LAFAYETTE 0.4 WSW             
US1COBO0009,400311,-1052883,16630,BOULDER 1.4 NNW               
US1COBO0010,400840,-1053460,22351,BOULDER 6.0 NW                
US1COBO0014,399922,-1052647,16679,BOULDER 1.6 S                 
US1COBO0015,402478,-1055181,25689,ALLENSPARK 3.5 N              
US1COBO0016,399891,-1052308,16279,BOULDER 2.3 SE                
US1COBO0017,400744,-1051965,15871,BOULDER 5.0 NE                
US1COBO0018,399914,-1050980,15999,LAFAYETTE 0.2 S               
US1COBO0019,400046,-1051715,16200,BOULDER 4.6 E                 
US1COBO0020,399898,-1051012,16029,ERIE 4.7 SW                   
US1COBO0022,401869,-1055002,25771,ALLENS PARK 1.5 ESE           
US1COBO0023,399951,-1051035,16151,ERIE 4.6 SW                   
US1COBO0024,399877,-1051468,16819,BROOMFIELD 5.5 NW             
US1COBO0025,399896,-1052533,16450,BOULDER 1.9 S                 
US1COBO0027,399376,-1053483,20891,GROSS RESERVOIR               
US1COBO0029,399364,-1050608,16481,BROOMFIELD 2.1 NE             
US1COBO0030,399915,-1052403,16362,BOULDER 1.9 SE                
US1COBO0031,400636,-1050656,15310,ERIE 1.4 NW                   
US1COBO0033,399735,-1052380,16730,BOULDER 3.3 SE                
US1COBO0034,399645,-1055196,25399,NEDERLAND .5 WNW              
US1COBO0035,400397,-1052778,16590,BOULDER 1.5 NW                
US1COBO0036,400531,-1052530,16389,BOULDER 2.2 N                 
US1COBO0038,400050,-1052481,16151,BOULDER 1.3 SE                
US1COBO0041,399742,-1051520,16721,BOULDER 6.8 SE                
US1COBO0042,399707,-1052505,16819,BOULDER 3.5 S                 
US1COBO0043,400865,-1053439,21690,BOULDER 6 NW                  
US1COBO0044,400458,-1052911,17069,BOULDER 2.1 NW                
US1COBO0045,401168,-1054401,25960,ALLENSPARK 6.7 SE             
US1COBO0046,401032,-1051535,15539,BOULDER 8 NE                  
US1COBO0048,400410,-1053148,21031,BOULDER 3 NW                  
US1COBO0049,399854,-1052461,16520,BOULDER 2.5 SSE               
US1COBO0051,400056,-1052424,16139,BOULDER 1.5 SE                
US1COBO0053,399769,-1052456,16749,BOULDER 3.0 SSE               
US1COBO0054,399990,-1055078,26539,NEDERLAND 2.5 N               
US1COBO0055,400065,-1050917,16081,LAFAYETTE 0.4 N               
US1COBO0057,399714,-1053968,24018,NEDERLAND 5.8 E               
US1COBO0059,400686,-1051813,16011,BOULDER 5.2 NE                
US1COBO0061,400478,-1052672,16560,BOULDER 1.8 N                 
US1COBO0062,399608,-1054936,25439,NEDERLAND 0.9 E               
US1COBO0063,400359,-1055442,30261,NEDERLAND 5.2 NNW             
US1COBO0064,400548,-1055893,35351,NEDERLAND 7.2 NW              
US1COBO0065,400278,-1052771,16450,BOULDER 0.9 WNW               
US1COBO0067,399996,-1051794,16231,BOULDER 4.7 E                 
US1COBO0068,401871,-1051782,15581,LONGMONT 4.2 WNW              
US1COBO0072,400242,-1052689,16389,BOULDER 1.3 NW                
US1COBO0074,399638,-1052147,16801,BOULDER 5 SE                  
US1COBO0075,399939,-1054850,25466,NEDERLAND 2.61 NNE            
US1COBO0076,400786,-1051808,15819,NIWOT 1.8 SSW                 
US1COBO0079,399770,-1052750,18849,BOULDER 2.5 SSW               
US1COBO0081,400609,-1052633,16511,BOULDER 2.8 N                 
US1COBO0082,400206,-1051784,15972,BOULDER 4.5 E                 
US1COBO0083,399977,-1050892,15972,LAFAYETTE 0.3 N               
US1COBO0084,401951,-1051323,15450,LONGMONT 2.6 NW               
US1COBO0085,402337,-1052781,17029,LYONS .7 NNW                  
US1COBO0088,400333,-1052915,16871,BOULDER 1.7 WNW               
US1COBO0089,401458,-1051565,15371,LONGMONT 3.2 WSW              
US1COBO0091,401226,-1051019,15350,LONGMONT 2.9 S                
US1COBO0092,399588,-1055026,25411,NEDERLAND .47 ESE             
US1COBO0093,400919,-1052599,16301,LONGMONT 9.8 W                
US1COBO0094,401605,-1052174,15840,LONGMONT 6.1 W                
US1COBO0097,400547,-1052822,16889,BOULDER 2.5 NNW               
US1COBO0098,400392,-1052650,16331,BOULDER 1.3 N                 
US1COBO0099,401998,-1051785,15749,HYGIENE .79 N                 
US1COBO0104,401302,-1052637,16788,LONGMONT 8.9 WSW              
US1COBO0105,400007,-1051009,16090,LAFAYETTE .74 NW              
US1COBO0107,399183,-1053751,25009,GOLDEN 13.9 NW                
US1COBO0109,402409,-1055020,25908,ALLENSPARK 3.4 NNE            
US1COBO0110,399771,-1054260,25670,NEDERLAND 4.3 ENE             
US1COBO0111,400593,-1051735,16039,BOULDER 5.4 ENE               
US1COBO0113,400882,-1052600,16252,NIWOT 5.5 W                   
US1COBO0114,399375,-1052750,17971,BOULDER 5.8 S                 
US1COBO0115,400656,-1052048,15761,BOULDER 4.4 NE                
US1COBO0117,401853,-1050636,15219,LONGMONT 2.4 NE               
US1COBO0118,401832,-1051516,15539,LONGMONT 2.9 WNW              
US1COBO0120,400132,-1052064,16051,BOULDER 3.0 E                 
US1COBO0121,400607,-1050594,15319,ERIE .89 NW                   
US1COBO0122,400511,-1052181,15999,BOULDER 3.1 NE                
US1COBO0133,401260,-1050746,15472,LONGMONT 3.1 WSW              
US1COBO0135,399873,-1051703,16810,BOULDER 5.4 ESE               
US1COBO0136,400225,-1052894,16639,BOULDER 1.4 W                 
US1COBO0137,402494,-1052646,19751,LYONS 1.8 N                   
US1COBO0139,402521,-1055216,25789,ALLENSPARK 4.0 N              
US1COBO0142,402762,-1053026,18361,LYONS 3.8 NNW                 
US1COBO0143,402001,-1051087,15389,LONGMONT 2.1 N                
US1COBO0144,401380,-1051475,15398,LONGMONT 3.2 SW               
US1COBO0145,401515,-1051390,15289,LONGMONT 2.1 SW               
US1COBO0146,402263,-1052667,16456,LYONS 0.3 NNE                 
US1COBO0149,401945,-1050905,15429,LONGMONT 1.7 NNE              
US1COBO0150,401421,-1051179,15231,LONGMONT 2.0 SSW              
US1COBO0151,401963,-1051361,15490,LONGMONT 2.9 NW               
US1COBO0152,401408,-1051442,15359,LONGMONT 2.8 SW               
US1COBO0154,400077,-1052883,16740,BOULDER 1.6 SW                
US1COBO0157,399219,-1053963,26600,WONDERVU .25 SSW              
US1COBO0159,400395,-1053275,21049,BOULDER 3.6 WNW               
US1COBO0164,400613,-1052858,17090,BOULDER 3.0 NNW               
US1COBO0165,400124,-1052307,16051,BOULDER 1.8 ESE               
US1COBO0168,399133,-1053961,27130,WONDERVU 0.8 S                
US1COBO0171,401439,-1051782,15530,LONGMONT 4.0 WSW              
US1COBO0173,401467,-1051548,15341,LONGMONT 3.1 WSW              
US1COBO0174,400670,-1052841,16941,BOULDER 3.3 NNW               
US1COBO0176,401911,-1054918,25960,ALLENSPARK 1.7 E              
US1COBO0180,400989,-1051435,15871,LONGMONT 5.2 SSW              
US1COBO0181,401728,-1051151,15310,LONGMONT 0.8 WNW              
US1COBO0183,400175,-1052433,16051,BOULDER 1.0 ESE               
US1COBO0185,399643,-1055118,25429,NEDERLAND 0.2 NNW             
US1COBO0189,399404,-1051530,16770,SUPERIOR 0.46 NE              
US1COBO0192,401998,-1050803,15331,LONGMONT 2.5 NNE              
US1COBO0195,399770,-1052396,16679,BOULDER 3.3 SSE               
US1COBO0196,400060,-1052820,16788,BOULDER 2.2 SW                
US1COBO0199,401161,-1052145,16020,LONGMONT 6.7 SW               
US1COBO0200,400599,-1052771,16862,BOULDER 2.7 NNW               
US1COBO0202,401103,-1054391,26091,WARD 4.6 NE                   
US1COBO0203,399336,-1051634,17011,SUPERIOR 0.5 WNW              
US1COBO0207,402124,-1055236,25311,ALLENSPARK 0.9 NNW            
US1COBO0211,400538,-1052880,16971,BOULDER 2.7 NW                
US1COBO0213,400360,-1050677,15679,ERIE 1.2 WNW                  
US1COBO0214,401747,-1052003,15779,LONGMONT 4.7 W                
US1COBO0215,400646,-1051174,15648,LAFAYETTE 5.0 NNW             
US1COBO0218,400552,-1050975,15319,LAFAYETTE 4.2 N               
US1COBO0219,401885,-1053864,24381,RIVERSIDE 2.2 NE              
US1COBO0220,400591,-1051717,16069,BOULDER 4.7 ENE               
US1COBO0221,401724,-1050592,15191,LONGMONT 2.8 E                
US1COBO0222,400172,-1051353,16115,LAFAYETTE 2.5 NW              
US1COBO0224,400139,-1051700,15911,LOUISVILLE 3.5 NNW            
US1COBO0225,400534,-1052642,16551,BOULDER 2.0 NNW               
US1COBO0229,399862,-1051012,15929,LAFAYETTE 0.6 SSW             
US1COBO0230,400802,-1053591,23701,BOULDER 6.8 WNW               
US1COBO0232,400830,-1053445,22388,BOULDER 6.3 NW                
US1COBO0233,399733,-1054279,25231,NEDERLAND 4.2 E               
US1COBO0237,402247,-1052665,16551,LYONS 0.2 NE                  
US1COBO0238,401018,-1052290,16020,NIWOT 3.9 W                   
US1COBO0241,401848,-1051451,15609,LONGMONT 1.9 WNW              
US1COBO0242,401723,-1050984,15216,LONGMONT 0.7 ENE              
US1COBO0243,399572,-1051865,17310,LOUISVILLE 2.6 WSW            
US1COBO0247,400026,-1054719,24920,NEDERLAND 3.3 NNE             
US1COBO0248,401020,-1051987,15731,NIWOT 2.3 W                   
US1COBO0252,401994,-1050766,15316,LONGMONT 2.6 NE               
US1COBO0254,401778,-1051378,15405,LONGMONT 1.4 WNW              
US1COBO0256,401673,-1051203,15402,LONGMONT 0.6 SW               
US1COBO0261,401802,-1051541,15347,LONGMONT 2.3 WNW              
US1COBO0264,399873,-1052496,16468,BOULDER 2.7 S                 
US1COBO0266,399893,-1051111,16096,LAFAYETTE 0.8 WSW             
US1COBO0267,400056,-1052476,16109,BOULDER 1.5 S                 
US1COBO0269,401050,-1051607,15472,NIWOT 0.7 NNW                 
US1COBO0270,400582,-1051737,15917,BOULDER 4.6 ENE               
US1COBO0271,400374,-1050799,15755,ERIE 1.9 WNW                  
US1COBO0277,399838,-1051308,16313,LOUISVILLE 1.2 NNE            
US1COBO0280,400295,-1053842,23192,BOULDER 7.0 W                 
US1COBO0281,399923,-1052530,16380,BOULDER 2.4 S                 
US1COBO0282,399646,-1052362,16581,BOULDER 4.4 S                 
US1COBO0283,400204,-1050912,15859,ERIE 2.5 WSW                  
US1COBO0285,400414,-1050729,15639,ERIE 1.7 WNW                  
US1COBO0286,399770,-1052576,16950,BOULDER 3.5 S                 
US1COBO0287,400112,-1052916,16429,BOULDER 2.4 WSW               
US1COBO0288,400326,-1052463,16170,BOULDER 0.5 NNE               
US1COBO0290,400177,-1051288,16045,LAFAYETTE 2.3 NW              
US1COBO0292,401499,-1051520,15310,LONGMONT 2.7 SW               
US1COBO0296,399892,-1054450,24914,NEDERLAND 3.7 ENE             
US1COBO0297,400305,-1053918,23354,BOULDER 7.4 W                 
US1COBO0298,399908,-1052557,16432,BOULDER 2.5 S                 
US1COBO0299,399838,-1052433,16487,BOULDER 3.0 S                 
US1COBO0300,399683,-1055158,25966,NEDERLAND 0.7 NW              
US1COBO0301,400507,-1053741,20318,BOULDER 6.7 WNW               
US1COBO0305,401369,-1051554,15450,LONGMONT 3.4 SW               
US1COBO0306,401044,-1051439,15670,NIWOT 0.9 NE                  
US1COBO0308,401457,-1053905,23665,JAMESTOWN 2.0 N               
US1COBO0318,400394,-1053612,19318,BOULDER 5.9 W                 
US1COBO0320,400511,-1053747,20623,BOULDER 6.7 WNW               
US1COBO0321,400022,-1052550,16292,BOULDER 1.7 S                 
US1COBO0322,399660,-1055125,24506,NEDERLAND 0.4 WNW             
US1COBO0327,401462,-1051215,15213,LONGMONT 1.9 SSW              
US1COBO0329,399896,-1051702,16682,BOULDER 5.0 ESE               
US1COBO0331,401440,-1051737,15444,LONGMONT 3.8 WSW              
US1COBO0337,400455,-1052679,16520,BOULDER 1.6 NW                
US1COBO0338,401043,-1051605,15478,NIWOT 0.7 NNW                 
US1COBO0339,401380,-1051652,15463,LONGMONT 3.7 SW               
US1COBO0341,402024,-1051114,15402,LONGMONT 2.0 N                
US1COBO0342,399837,-1051492,16770,LOUISVILLE 1.2 NNW            
US1COBO0343,400839,-1053689,21473,JAMESTOWN 2.5 SSE             
US1COBO0346,399953,-1051247,16356,LAFAYETTE 1.4 W               
US1COBO0349,400433,-1052551,16298,BOULDER 1.2 N                 
US1COBO0350,399279,-1051542,16791,SUPERIOR 0.1 SE               
US1COBO0351,400027,-1051410,16386,LAFAYETTE 2.3 WNW             
US1COBO0352,401848,-1050820,15423,LONGMONT 1.8 ENE              
US1COBO0354,399769,-1051474,16666,LOUISVILLE 0.7 NW             
US1COBO0355,399950,-1054743,25195,NEDERLAND 2.8 NE              
US1COBO0361,401697,-1050779,15283,LONGMONT 1.8 E                
US1COBO0366,399844,-1051490,16889,LOUISVILLE 1.2 NNW            
US1COBO0367,400022,-1050851,15847,LAFAYETTE 0.9 NE              
US1COBO0368,399901,-1051225,16276,LOUISVILLE 1.7 NNE            
US1COBO0370,400319,-1052402,16020,BOULDER 0.7 ENE               
US1COBO0372,399781,-1052411,16636,BOULDER 3.4 S                 
US1COBO0373,401912,-1054800,25207,ALLENSPARK 2.2 ESE            
US1COBO0378,399389,-1054749,25938,PINECLIFFE 2.5 WNW            
US1COBO0379,399326,-1051619,16901,SUPERIOR 0.4 WNW              
US1COBO0380,400239,-1052893,16578,BOULDER 2.0 W                 
US1COBO0383,401939,-1050756,15307,LONGMONT 2.4 NE               
US1COBO0385,401048,-1051611,15481,NIWOT 0.7 NNW                 
US1COBO0386,399867,-1052433,16441,BOULDER 2.8 S                 
US1COBO0391,400313,-1052924,16932,BOULDER 2.2 W                 
US1COBO0394,402327,-1055275,25871,ALLENSPARK 2.3 N              
US1COBO0401,401291,-1052899,17520,BOULDER 7.4 NNW               
US1COBO0402,400334,-1052109,15786,BOULDER 2.2 ENE               
US1COBO0403,401979,-1051274,15463,LONGMONT 1.9 NNW              
US1COBO0407,399811,-1051063,15984,LAFAYETTE 1.0 SSW             
US1COBO0409,400102,-1052355,16051,BOULDER 1.4 SE                
US1COBO0423,399893,-1051385,16474,LOUISVILLE 1.4 N              
US1COBO0426,399944,-1052554,16447,BOULDER 2.3 S                 
US1COBO0427,401790,-1050779,15432,LONGMONT 1.8 ENE              
US1COBO0428,399928,-1052443,16356,BOULDER 2.4 S                 
US1COBO0434,400537,-1053025,19029,BOULDER 3.3 NW                
US1COBO0435,401404,-1051490,15350,LONGMONT 3.0 SW               
US1COBO0437,400273,-1052913,16770,BOULDER 2.1 W                 
US1COBO0439,399954,-1052822,17709,BOULDER 2.7 SW                
US1COBO0441,401725,-1051174,15359,LONGMONT 0.3 W                
US1COBO0442,400287,-1051655,15728,BOULDER 4.5 E                 
US1COBO0443,400589,-1051844,15795,BOULDER 4.2 ENE               
US1COBO0444,400451,-1052606,16410,BOULDER 1.4 NNW               
US1COBO0445,400051,-1052570,16267,BOULDER 1.5 SSW               
US1COBO0446,400006,-1052404,16200,BOULDER 1.9 SSE               
US1COBO0448,400680,-1051863,15941,BOULDER 4.4 NE                
US1COBO0451,399911,-1052518,16426,BOULDER 2.5 S                 
US1COBO0452,400444,-1052852,17063,BOULDER 2.2 NW                
US1COBO0453,399897,-1051535,17075,LOUISVILLE 1.6 NNW            
US1COBO0455,400361,-1050772,15743,ERIE 1.7 WNW                  
US1COBO0456,399970,-1052672,16633,BOULDER 2.2 SSW               
US1COBO0457,400318,-1052397,16078,BOULDER 0.7 ENE               
